name,file,template,loadspec,secondary,group,vol_min,vol_max,team_vol_mod,dist_min,dist_max,dist_reverb_max,volume_falloff_curve,reverb_falloff_curve,volume_min_falloff_curve,reverb_min_falloff_curve,limit_count,limit_type,entity_limit_count,entity_limit_type,pitch_min,pitch_max,team_pitch_mod,min_priority,max_priority,min_priority_threshold,max_priority_threshold,spatialized,type,loop,randomize_type,probability,start_delay,reverb_send,duck,pan,center_send,envelop_min,envelop_max,envelop_percentage,occlusion_level,occlusion_wet_dry,is_big,distance_lpf,move_type,move_time,real_delay,subtitle,mature,doppler,futz,context_type,context_value,compression,timescale,music,fade_in,fade_out,pc_format,pause,stop_on_death,bus,snapshot,,,
mpl_veh_rc_slide_default,veh\rc\slide\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_slide_metal,veh\rc\slide\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_slide_concrete,veh\rc\slide\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_slide_wood,veh\rc\slide\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_slide_gravel,veh\rc\slide\soft\soft.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_slide_grass,veh\rc\slide\soft\soft.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_slide_mud,veh\rc\slide\soft\soft.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_slide_snow,veh\rc\slide\soft\soft.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_slide_glass,veh\rc\slide\soft\soft.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_slide_asphalt,veh\rc\slide\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_slide_brick,veh\rc\slide\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_slide_plaster,veh\rc\slide\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_slide_sand,veh\rc\slide\soft\soft.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_slide_rock,veh\rc\slide\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_slide_foliage,veh\rc\slide\soft\soft.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_rc_antenna_deploy,veh\rc\foley\fly_antenna_extend.wav,WPN_ALL_RELOAD_PLR,mp_veh_rc,,vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# US airstrike jet flyover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evt_us_airstrike_wash,veh\jets\f4\flyby_715\wash\wash.wav,VEH_MP_JET,,evt_us_airstrike_apex,vehicle,100,100,,2250,42000,43000,,,,,,,,,-281,315,,100,100,0.25,1,3d,streamed,,pitch,,,100,,,,521,4000,100,0,0,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
evt_us_airstrike_apex,veh\jets\f4\flyby_715\apex\apex.wav,VEH_MP_JET,,evt_us_airstrike_lfe,vehicle,96,96,,1250,42000,43000,,,,,,,,,-88,165,,100,100,0.25,1,2d,streamed,,,,,100,,music_all,,521,4000,100,0,0,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
evt_us_airstrike_lfe,veh\jets\f4\flyby_715\lfe\lfe.wav,VEH_MP_JET,,,vehicle,97,97,,1250,42000,43000,,,,,,,,,0,0,,100,100,0.25,1,2d,streamed,,,,,100,,lfe,,521,4000,100,0,0,,,,,,,,,,,,,,,,,,,,,vehicle_mp,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# US recon jet flyover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evt_us_recon_wash,veh\jets\f4\flyby_6564\wash\wash.wav,VEH_MP_JET,,evt_us_recon_apex,vehicle,100,100,,2250,42000,43000,,,,,,,,,-281,315,,100,100,0.25,1,3d,streamed,looping,pitch,,,100,,,,521,4000,100,0,0,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
evt_us_recon_apex,veh\jets\f4\flyby_6564\apex\apex.wav,VEH_MP_JET,,evt_us_recon_lfe,vehicle,96,96,,1250,42000,43000,,,,,,,,,-88,165,,100,100,0.25,1,2d,streamed,,,,,100,,music_all,,521,4000,100,0,0,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
evt_us_recon_lfe,veh\jets\f4\flyby_6564\lfe\lfe.wav,VEH_MP_JET,,,vehicle,97,97,,1250,42000,43000,,,,,,,,,0,0,,100,100,0.25,1,2d,streamed,,,,580,100,,lfe,,521,4000,100,0,0,,,,,,,,,,,,,,,,,,,,,vehicle_mp,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#tank_burning_1p_loop,,PRJ_BULLET_IMP_LARGE,,,,,,,,,,,,,,,,,,,,,,,,,,,looping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#tank_burning_3p_loop,,PRJ_BULLET_IMP_LARGE,,,,,,,,,,,,,,,,,,,,,,,,,,,looping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Turret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mpl_turret_startup,wpn\turret\activate\activate.wav,,,,event,97,97,,250,1000,1000,curve2,curve2,,,,,,,0,0,,100,100,0.25,1,3d,,,,,,100,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,event,,,
mpl_turret_down,wpn\turret\activate\deactivate.wav,,,,event,97,97,,250,1000,1000,curve2,curve2,,,,,,,0,0,,100,100,0.25,1,3d,,,,,,100,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,event,,,
mpl_turret_sam_startup,wpn\turret\activate\sam_activate.wav,,,,event,97,97,,250,1000,1000,curve2,curve2,,,,,,,0,0,,100,100,0.25,1,3d,,,,,,100,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,event,,,
mpl_turret_sam_down,wpn\turret\activate\sam_deactivate.wav,,,,event,97,97,,250,1000,1000,curve2,curve2,,,,,,,0,0,,100,100,0.25,1,3d,,,,,,100,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,event,,,
mpl_turret_exp,mpl\heli_crash\expl_heli_midair.wav,evt_3d,veh_heli,,vehicle,97,97,,250,2000,4000,curve4,,,,,,,,-20,20,,100,100,0.25,1,3d,,,,,,,,,,400,1000,93,0.25,,,no,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_turret_servo,wpn\turret\mp_auto\movement\turret_servo.wav,,,,event,92,92,,10,350,500,curve2,curve2,,,,,,,-80,80,,100,100,0.25,1,3d,,looping,pitch,,,100,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,event,,,
mpl_turret_servo_stop,wpn\turret\mp_auto\movement\turret_servo_stop.wav,,,,event,92,92,,10,350,500,curve2,curve2,,,,,,,0,0,,100,100,0.25,1,3d,,,,,,100,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,event,,,
mpl_turret_alert,wpn\turret\mp_auto\movement\target_id.wav,,,,event,97,97,,50,500,1000,curve2,curve2,,,,,,,0,0,,100,100,0.25,1,3d,,,,,,100,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,event,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# kls Starts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mpl_killstreak_radar,mpl\kls_start\mpl_kls_radar.wav,,mp_kls_start,,ui,99,99,,,,,,,,,1,oldest,,,0,0,,100,100,0,1,2d,streamed,,,,,,,music_all,,,,,,,,,,,,,,,,,,,,,,,,,,,ui,,,
mpl_killstreak_dogs,mpl\kls_start\mpl_kls_dogs.wav,,mp_kls_start,,ui,99,99,,,,,,,,,1,oldest,,,0,0,,100,100,0,1,2d,streamed,,,,,,,music_all,,,,,,,,,,,,,,,,,,,,,,,,,,,ui,,,
mpl_killstreak_rcbomb,mpl\kls_start\mpl_kls_rcbomb.wav,,mp_kls_start,,ui,99,99,,,,,,,,,1,oldest,,,0,0,,100,100,0,1,2d,streamed,,,,,,,music_all,,,,,,,,,,,,,,,,,,,,,,,,,,,ui,,,
mpl_killstreak_heli,mpl\kls_start\mpl_kls_heli.wav,,mp_kls_start,,ui,99,99,,,,,,,,,1,oldest,,,0,0,,100,100,0,1,2d,streamed,,,,,,,music_all,,,,,,,,,,,,,,,,,,,,,,,,,,,ui,,,
mpl_killstreak_napalm,mpl\kls_start\mpl_kls_napalm.wav,,mp_kls_start,,ui,99,99,,,,,,,,,1,oldest,,,0,0,,100,100,0,1,2d,streamed,,,,,,,music_all,,,,,,,,,,,,,,,,,,,,,,,,,,,ui,,,
mpl_killstreak_air,mpl\kls_start\mpl_kls_airsupport.wav,,mp_kls_start,,ui,99,99,,,,,,,,,1,oldest,,,0,0,,100,100,0,1,2d,streamed,,,,,,,music_all,,,,,,,,,,,,,,,,,,,,,,,,,,,ui,,,
mpl_killstreak_artillery,mpl\kls_start\mpl_kls_mortar.wav,,mp_kls_start,,ui,99,99,,,,,,,,,1,oldest,,,0,0,,100,100,0,1,2d,streamed,,,,,,,music_all,,,,,,,,,,,,,,,,,,,,,,,,,,,ui,,,
mpl_killstreak_mortar,mpl\kls_start\mpl_kls_mortar.wav,,mp_kls_start,,ui,99,99,,,,,,,,,1,oldest,,,0,0,,100,100,0,1,2d,streamed,,,,,,,music_all,,,,,,,,,,,,,,,,,,,,,,,,,,,ui,,,
mpl_killstreak_auto_turret,mpl\kls_start\mpl_kls_turret.wav,,mp_kls_start,,ui,99,99,,,,,,,,,1,oldest,,,0,0,,100,100,0,1,2d,streamed,,,,,,,music_all,,,,,,,,,,,,,,,,,,,,,,,,,,,ui,,,
mpl_killstreak_minigun,mpl\kls_start\mpl_kls_minigun.wav,,mp_kls_start,,ui,99,99,,,,,,,,,1,oldest,,,0,0,,100,100,0,1,2d,streamed,,,,,,,music_all,,,,,,,,,,,,,,,,,,,,,,,,,,,ui,,,
mpl_killstreak_satellite,mpl\kls_start\mpl_kls_satellite.wav,,mp_kls_start,,ui,99,99,,,,,,,,,1,oldest,,,0,0,,100,100,0,1,2d,streamed,,,,,,,music_all,,,,,,,,,,,,,,,,,,,,,,,,,,,ui,,,
mpl_killstreak_tvmissile,mpl\kls_start\mpl_kls_tvmissile.wav,,mp_kls_start,,ui,99,99,,,,,,,,,1,oldest,,,0,0,,100,100,0,1,2d,streamed,,,,,,,music_all,,,,,,,,,,,,,,,,,,,,,,,,,,,ui,,,
mpl_killstreak_supply,mpl\kls_start\mpl_kls_supply.wav,,mp_kls_start,,ui,99,99,,,,,,,,,1,oldest,,,0,0,,100,100,0,1,2d,streamed,,,,,,,music_all,,,,,,,,,,,,,,,,,,,,,,,,,,,ui,,,
mpl_killstreak_generic,mpl\kls_start\mpl_kls_mortar.wav,,mp_kls_start,,ui,99,99,,,,,,,,,1,oldest,,,0,0,,100,100,0,1,2d,streamed,,,,,,,music_all,,,,,,,,,,,,,,,,,,,,,,,,,,,ui,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# TV Missle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mpl_tv_missle_explode_main,mpl\sab\explosion\sab_explosion.wav,,,mpl_tv_missle_explode,event,99,100,,3000,20000,45000,,,,,1,reject,,,0,0,,100,100,0.25,1,2d,streamed,,,,,100,,,,1500,10000,100,0.1,,,,,,,,,,,,,,,,,,,,,,event,,,
mpl_tv_missle_explode,wpn\grenade\explosion\explode,WPN_GRENADE_EXP,wpn_grenade,mpl_tv_missle_explode_sub,,,,,,,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mpl_tv_missle_explode_sub,wpn\rocket\rpg\explode\sub,WPN_GRENADE_EXP,wpn_grenade,mpl_tv_missle_explode_dist,,,,,,,35000,,,,,,,,,,,,,,,,2d,,,,,,,,lfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mpl_tv_missle_explode_dist,exp\distant\generic,WPN_GRENADE_DIST,wpn_grenade,mpl_tv_missle_explode_trail_l,,,,,,,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mpl_tv_missle_explode_trail_l,wpn\grenade\explosion\flux_l,WPN_GRENADE_FLUX_L,wpn_grenade,mpl_tv_missle_explode_trail_r,,,,,,,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mpl_tv_missle_explode_trail_r,wpn\grenade\explosion\flux_r,WPN_GRENADE_FLUX_R,wpn_grenade,,,,,,,,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Heli Rockets ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rocket_fire_chopper,wpn\rocket\hind\rockets\shot,,wpn_huey_rockets,,event,96,96,,1000,10000,15000,log2,,,,,,2,oldest,-300,300,,50,80,0.25,0.75,3d,,,pitch,,,96,,,,100,500,93,0.1,,,no,,,,,,,,,,,,,,,,,,,event,,,
wpn_heli_rocket_loop,prj\rocket\rpg\whoosh,,wpn_heli,,event,90,90,,500,10000,12000,log2,,,,,,,,-250,250,,40,90,0.25,1,3d,,looping,,,,,,,,,,,0.15,,,no,,,,,,no,,,,,,,,,,,,,event,,,
exp_heli_rocket,exp\distant\generic,,wpn_heli,mpl_tv_missle_explode,event,100,100,,1000,25000,35000,log2,,,,3,oldest,,,-182,250,,20,80,0.25,0.75,3d,,,variant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mpl_supply_crush,mpl\crush\mpl_supply_crush.wav,EVT_3D,,,,100,100,,750,3000,3500,,,,,1,reject,,,,,,,,,,,streamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
