name,loadspec,smoothing,earlyTime,lateTime,earlyGain,lateGain,returnGain,earlyLpf,lateLpf,inputLpf,dampLpf,wallReflect,dryGain,earlySize,lateSize,diffusion
rv_zmbbus_pentagon_heli_tarmac,zmb_bus,0.5,0.425,0.48,0.21764,0.1151112,2.743236,0.5949999,0,0.635,0.6000001,0.2099999,0,5,6.828501,0.16
rv_mpfbase_outdoor,mpl_firebase,0.5,0.425,0.48,0.4327179,0.1151112,2.743236,0.5949999,0,0.635,0.6000001,0.2099999,0,5,11.7575,0.16
rv_mpfbase_metal_shed,mpl_firebase,0.435,0.465,0.405,1.8,1.12,0.714839,0.165,0.49,0.545,0.3150002,0.3150001,0,4.761507,4.125507,0.5
rv_mpfbase_livingroom,mpl_firebase,0.5,0.485,0.485,0.82,0.965,1,0.475,0.565,0.32,0.825,1,0,2.6945,2.6945,0.5
rv_mpfbase_alley,mpl_firebase,0.5,0.655,0.345,0.525,1,1,0.6,0.395,0.26,0.8300001,0.89,0,6.272004,6.272004,0.5
rv_mpfbase_smallroom,mpl_firebase,0.525,0.48,0.48,1,0.9850001,1,0.13,0.665,0.215,0.005,0.9950001,0,1.1335,1.1335,0.5
rv_mpfbase_fourwall,mpl_firebase,0.5,0.2950001,0.5350001,0.8985546,0.4828927,1.639243,0.13,0.225,0.495,0.305,0.1150001,0,3.0125,3.807498,0.75
rv_mpfbase_pentagon_heli_tarmac,mpl_firebase,0.5,0.425,0.48,0.21764,0.1151112,2.743236,0.5949999,0,0.635,0.6000001,0.2099999,0,5,6.828501,0.16
discovery_outside,mpl_discovery,0.5,0.425,0.48,0.3315235,0.2075824,2.178537,0.5949999,0,0.635,0.6000001,0.2099999,0,5,11.7575,0.16
discovery_room_small,mpl_discovery,0.525,0.48,0.48,1,0.9850001,0.5481872,0.13,0.665,0.215,0.005,0.9950001,0,2.167,3.0415,0.5
discovery_overhang,mpl_discovery,0.435,0.465,0.61,0.6356081,0.508592,0.714839,0.165,0.49,0.545,0.3150002,0.3150001,0,4.761507,4.125507,0.5
discovery_steel_hangar,mpl_discovery,0.64,0.74,0.54,0.805,0.4244861,0.7806554,0.665,0.72,0.265,0.535,0.82,0,7.862,6.1925,0.5
discovery_cave,mpl_discovery,0.5,0.54,0.54,0.805,0.66,1.122821,0.385,0.72,0.505,0.595,0.82,0,5.0795,5.0795,0.5
discovery_trench,mpl_discovery,0.5,0.705,0.29,0.805,1.983599,0.7589944,0.385,0.72,0.5,0.3,0.82,0,3.1715,5.954,0.5
rv_mpfbase_outdoor,mpl_firebase,0.5,0.425,0.48,0.4327179,0.1151112,2.743236,0.5949999,0,0.635,0.6000001,0.2099999,0,5,11.7575,0.16
rv_mpfbase_metal_shed,mpl_firebase,0.435,0.465,0.405,1.8,1.12,0.714839,0.165,0.49,0.545,0.3150002,0.3150001,0,4.761507,4.125507,0.5
rv_mpfbase_livingroom,mpl_firebase,0.5,0.485,0.485,0.82,0.965,1,0.475,0.565,0.32,0.825,1,0,2.6945,2.6945,0.5
rv_mpfbase_alley,mpl_firebase,0.5,0.655,0.345,0.525,1,1,0.6,0.395,0.26,0.8300001,0.89,0,6.272004,6.272004,0.5
rv_mpfbase_smallroom,mpl_firebase,0.525,0.48,0.48,1,0.9850001,1,0.13,0.665,0.215,0.005,0.9950001,0,1.1335,1.1335,0.5
rv_mpfbase_fourwall,mpl_firebase,0.5,0.2950001,0.5350001,0.8985546,0.4828927,1.639243,0.13,0.225,0.495,0.305,0.1150001,0,3.0125,3.807498,0.75
rv_mpfbase_pentagon_heli_tarmac,mpl_firebase,0.5,0.425,0.48,0.21764,0.1151112,2.743236,0.5949999,0,0.635,0.6000001,0.2099999,0,5,6.828501,0.16
rv_zmbtemple_outdoor,zmb_temple,0.3650002,0.665,0.5650001,0.1674358,0.7996669,0.5922557,0.48,0.53,0.285,0.34,0.7599999,0,4.870008,5.982985,0.2900001
rv_zmbtemple_small_stone_room,zmb_temple,0.5,0.705,0.615,0.4109738,0.66,0.8456711,0.385,0.72,0.035,0.3,0.685,0,3.1715,3.1715,0.645
rv_zmbtemple_large_stone_room,zmb_temple,0.575,0.62,0.5349999,0.3602915,0.7208192,1.211282,0.305,0,0.49,0.405,0.625,0,3.251002,4.682,0.73
rv_zmbtemple_cave_tunnels,zmb_temple,0.5,0.52,0.515,0.4452697,0.1110195,2.066492,0.48,0.5499999,0.51,0.435,0.6449999,0,6.987499,5.636002,0.245
rv_zmbtemple_waterfall_base,zmb_temple,0.5,0.7900001,0.4899997,0.4648836,0.405823,1.331755,0.575,0.315,0.365,0.205,0.755,0,6.58999,6.351482,0.77
rv_zmbtemple_small_cave_room,zmb_temple,0.3699999,0.3900001,0.4000001,0.3512655,0.6160893,1.931151,0.68,0.21,0.22,0.5550001,0.7300001,0,7.067006,5.397507,0.29
rv_zmbtemple_stairwell,zmb_temple,0.525,0.55,0.37,0.8699943,0.8158321,1,0.39,0.5400001,0.575,0.3299999,0.6750001,0,5.664999,3.8365,0.16
rv_mpsilo_metal_shed,mpl_silo,0.435,0.465,0.405,1.8,1.12,0.714839,0.165,0.49,0.545,0.3150002,0.3150001,0,4.761507,4.125507,0.5
rv_mpsilo_alley,mpl_silo,0.5,0.655,0.345,0.525,1,1,0.6,0.395,0.26,0.8300001,0.89,0,6.272004,6.272004,0.5
rv_mpsilo_shed,mpl_silo,0.525,0.48,0.48,1,0.9850001,1,0.13,0.665,0.215,0.005,0.9950001,0,1.1335,1.1335,0.5
rv_mpsilo_fourwall,mpl_silo,0.5,0.2950001,0.5350001,0.8985546,0.4828927,1.639243,0.13,0.225,0.495,0.305,0.1150001,0,3.0125,3.807498,0.75
rv_mpsilo_default,mpl_silo,0.5,0.42,0.5450001,0.2659157,0.6073048,0.7819641,0.2850001,0.2699999,0.325,0.555,0.4850001,0,8.895488,7.702998,0.7600001
rv_mpsilo_small_room,mpl_silo,0.35,0.35,0.42,1.136944,0.8158321,1.23388,0.13,0.34,0.35,0.3949999,0.6750001,0,5.664999,3.8365,0.16
rv_mpsilo_trailer,mpl_silo,0.5,0.59,0.225,0.8108426,0.8691428,0.519017,0.32,0.2,0.32,0.57,0.34,0,6.589999,5.3975,0.805
rv_mpsilo_partial_room,mpl_silo,0.5,0.42,0.5450001,0.2659157,0.6073048,0.7819641,0.2850001,0.2699999,0.325,0.555,0.4850001,0,8.895488,7.702998,0.7600001
rv_mpsilo_tunnel,mpl_silo,0.5,0.72,0.63,0.715,1.5,0.7636991,0.67,0.57,0.205,0.4449999,0.28,0,4.999995,4.999995,0.275
zoo_outside,mpl_zoo,0.62,0.425,0.48,0.3315235,0.1151112,2.743236,0.5949999,0,0.635,0.6000001,0.2099999,0,5,11.7575,0.16
zoo_walkway,mpl_zoo,0.5,0.735,0.4700001,0.1154578,0.9728792,1.001734,0,0.295,0.075,0.57,0.685,0,4.154502,5.108496,0.255
zoo_concrete_room,mpl_zoo,0.665,0.2949999,0.4350001,0.9472563,1.498595,2.049141,0.455,0.4099999,0.73,0.875,0.82,0,5.079501,5.159,0.39
zoo_small_room,mpl_zoo,0.5,0.515,0.5,0.805,0.7444605,1,0.385,0.72,0.035,0.3,0.82,0,3.1715,3.1715,0.5
zoo_wood_room,mpl_zoo,0.5,0.295,0.28,1,1,1.318195,0.385,0.78,0.59,0.695,0.5,0,5,5,0.5
zoo_stairwell,mpl_zoo,0.5,0.675,0.33,0.3574387,0.64,2.44767,0.1850001,0.47,0.24,0.5,0.8,0,3.887,5.954,0.1
zoo_underground_room,mpl_zoo,0.5,0.75,0.405,0.5000001,1,0.7132238,0.315,0.19,0.37,0.5349999,0.6249999,0,4.682,8.021,0.81
zoo_underground_tunnel,mpl_zoo,0.5,0.52,0.515,0.4452697,0.1110195,2.066492,0.48,0.5499999,0.51,0.435,0.6449999,0,6.987499,5.636002,0.245
zoo_tight_space,mpl_zoo,0.5,0.675,0.675,1,0.64,1,0,0,0.14,0.69,1,0,3.251,3.251,0.5
zoo_monorail_car,mpl_zoo,0.5,0.675,0.675,1,0.64,1,0,0,0.14,0.69,1,0,3.251,3.251,0.5
gridlock_outside,mpl_gridlock,0.5,0.425,0.48,0.3315235,0.1151112,2.743236,0.5949999,0,0.635,0.6000001,0.2099999,0,5,11.7575,0.16
gridlock_under_pass,mpl_gridlock,0.3699999,0.3900001,0.4000001,0.3512655,0.6160893,1.931151,0.68,0.21,0.22,0.5550001,0.7300001,0,7.067006,5.397507,0.29
gridlock_trailer,mpl_gridlock,0.5,0.475,0.34,0.9298208,0.7362747,1.547841,0.305,0,0.175,0.405,0.84,0,2.297002,4.9205,0.865
gridlock_woods,mpl_gridlock,0.5,0.4699999,0.4699999,0.43,1,1,0.255,0.26,0.28,0.345,0.195,0,7.146504,7.146504,0.5
gridlock_hall,mpl_gridlock,0.5,0.59,0.59,1.26,0.36,1,0.305,0,0.175,0.405,0.37,0,4.1255,4.1255,0.5
gridlock_metal_room,mpl_gridlock,0.5,0.7049999,0.495,0.2948095,0.5775158,1.439465,0.255,0.1299999,0.215,0.495,0.82,0,6.0335,5.0795,0.81
gridlock_stairwell,mpl_gridlock,0.5,0.675,0.33,0.3574387,0.64,2.44767,0.1850001,0.47,0.24,0.5,0.8,0,3.887,5.954,0.1
gridlock_stone_room,mpl_gridlock,0.5,0.705,0.54,0.805,0.66,0.7930958,0.385,0.72,0.035,0.595,0.82,0,3.1715,2.774,0.5
gridlock_wood_room,mpl_gridlock,0.5,0.45,0.45,1,1,1,0.385,0.78,0.59,0.695,0.5,0,5,5,0.5
gridlock_med_room,mpl_gridlock,0.5,0.485,0.485,0.82,0.965,1,0.475,0.565,0.32,0.825,1,0,2.6945,2.6945,0.5
gridlock_outdoor_stair,mpl_gridlock,0.5,0.675,0.33,0.3574387,0.64,2.44767,0.1850001,0.47,0.24,0.5,0.8,0,3.887,5.954,0.1
gridlock_metal_container,mpl_gridlock,0.5,0.4500001,0.2850001,0.8849999,1,1,0.7449999,0,0,0.66,0.78,0,5,5.8745,0.5
gridlock_metal_corridor,mpl_gridlock,0.5,0.6750001,0.6750001,0.8849999,1,1,0.7449999,0,0,0.66,0.78,0,5,5,0.5
gridlock_overhang,mpl_gridlock,0.5,0.305,0.305,0.5900001,1,1,0.43,0.62,0.6049999,0.3,0.5,0,6.908007,6.908007,0.5
gridlock_bathroom,mpl_gridlock,0.5,0.675,0.675,1,0.64,1,0,0,0.14,0.69,1,0,3.251,3.251,0.5
gridlock_alley,mpl_gridlock,0.5,0.655,0.345,0.525,1,1,0.6,0.395,0.26,0.8300001,0.89,0,6.272004,6.272004,0.5
hotel_outside,mpl_hotel,0.785,0.425,0.48,0.3315235,0.1151112,2.743236,0.5949999,0,0.635,0.6000001,0.2099999,0,5,11.7575,0.16
hotel_high_roller,mpl_hotel,0.525,0.55,0.475,0.8699943,0.8158321,0.5306962,0.57,0.595,0.455,0.6899999,0.6750001,0,5.664999,3.8365,0.16
hotel_casino,mpl_hotel,0.83,0.285,0.3150002,0.9478133,0.2360874,1,0.575,0.66,0.85,0.625,0.2400002,0,8.656997,6.8285,0.7650001
hotel_main_hall,mpl_hotel,0.5,0.475,0.565,0.805,0.66,0.8257688,0.385,0.72,0.23,0.44,0.57,0,4.1255,5.159,0.73
hotel_entry,mpl_hotel,0.7,0.5450001,0.3549998,0.1177333,1.229521,0.1964452,0.595,0.465,0.125,0.375,0.7000001,0,3.120999,3.251,0.5
hotel_stoneroom,mpl_hotel,0.5,0.445,0.4,1.511637,1.08152,0.7870723,0.385,0.275,0.49,0.185,0.805,0,2.6945,3.569,0.1450001
hotel_poolbar,mpl_hotel,0.5,0.4500001,0.475,1.200244,1.727114,0.6380146,0.445,0.315,0.445,0.3349998,0.91,0,2.53549,2.296984,0.195
hotel_stage,mpl_hotel,0.5,0.5750003,0.3350001,1.332788,0.134727,0.7437863,0.415,0.2900002,0.48,0.29,0.41,0,11.1505,10.5145,0.26
hotel_locker,mpl_hotel,0.5,0.37,0.265,1.511637,1.08152,1.836805,0.385,0.275,0.49,0.185,0.805,0,4.682,3.569,0.1450001
hotel_locker_outdoor,mpl_hotel,0.65,0.23,0.3,1,0.64,1.20906,0,0.05999998,0.41,0.41,0.12,0,3.251,2.3765,0.7850001
hotel_lobby_front,mpl_hotel,0.525,0.55,0.475,0.8699943,0.8158321,0.5306962,0.57,0.595,0.7,0.6899999,0.6750001,0,5.664999,5.665,0.16
hotel_lobby_rear,mpl_hotel,0.525,0.415,0.345,0.8699943,0.8158321,0.6439162,0.57,0.595,0.735,0.695,0.6650001,0,7.175499,5.665,0.76
hotel_upstairs,mpl_hotel,0.525,0.545,0.47,0.6766358,0.8325876,0.8304822,0.38,0.28,0.455,0.4449999,0.6100001,0,4.949499,3.8365,0.3400002
hotel_elevador,mpl_hotel,0.525,0.47,0.465,1,0.9850001,1,0.48,0.665,0.215,0.315,0.9950001,0,1.1335,1.849,0.5
hotel_patio,mpl_hotel,0.5,0.425,0.48,0.3315235,0.1151112,2.743236,0.5949999,0,0.635,0.6000001,0.2099999,0,5,11.7575,0.16
hotel_stonecorridor,mpl_hotel,0.5,0.445,0.4,1.511637,1.08152,0.7870723,0.385,0.275,0.49,0.185,0.805,0,2.6945,3.569,0.1450001
rv_mparea51_outdoor,mpl_area51,0.5,0.425,0.48,0.3315235,0.1151112,2.743236,0.5949999,0,0.635,0.6000001,0.2099999,0,5,11.7575,0.16
rv_mparea51_partial_room,mpl_area51,0.5,0.265,0.395,1.370412,0.1857519,1.760259,0.67,0.57,0.615,0.3249999,0.28,0,2.217495,6.430995,0.275
rv_mparea51_partial_room_metal,mpl_area51,0.5,0.7049999,0.495,0.2948095,0.5775158,1,0.255,0.1299999,0.215,0.495,0.82,0,6.0335,5.0795,0.81
rv_mparea51_alleyway,mpl_area51,0.5,0.655,0.345,0.525,1,1,0.6,0.395,0.26,0.8300001,0.89,0,6.272004,6.272004,0.5
rv_mparea51_small_room,mpl_area51,0.5,0.485,0.485,0.82,0.965,1,0.475,0.565,0.32,0.825,1,0,2.6945,2.6945,0.5
rv_mparea51_large_room,mpl_area51,0.35,0.35,0.42,1.136944,0.8158321,1.23388,0.13,0.34,0.35,0.3949999,0.6750001,0,5.664999,3.8365,0.16
rv_mparea51_hangar,mpl_area51,0.3650002,0.5,0.68,0.4312747,0.6162297,0.9758019,0.295,0.37,0.545,0.4400001,0.2300001,0,5.397507,5.715511,0.5
rv_mparea51_large_room_metal,mpl_area51,0.5,0.7049999,0.495,0.2948095,0.5775158,1.439465,0.255,0.1299999,0.215,0.495,0.82,0,6.0335,5.0795,0.81
